#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
Am I good?	我好吗？	Be 动词 (To Be Verb) - 疑问句
Am I fast?	我快吗？	Be 动词 (To Be Verb) - 疑问句
Am I slow?	我慢吗？	Be 动词 (To Be Verb) - 疑问句
Am I old?	我老了吗？	Be 动词 (To Be Verb) - 疑问句
Am I young?	我还年轻吗？	Be 动词 (To Be Verb) - 疑问句
Are you good?	你好吗？	Be 动词 (To Be Verb) - 疑问句
Are you fast?	你快吗？	Be 动词 (To Be Verb) - 疑问句
Are you slow?	你慢吗？	Be 动词 (To Be Verb) - 疑问句
Are you old?	你老了吗？	Be 动词 (To Be Verb) - 疑问句
Are you young?	你年轻吗？	Be 动词 (To Be Verb) - 疑问句
Is he good?	他好吗？	Be 动词 (To Be Verb) - 疑问句
Is he fast?	他快吗？	Be 动词 (To Be Verb) - 疑问句
Is he slow?	他慢吗？	Be 动词 (To Be Verb) - 疑问句
Is he old?	他老了吗？	Be 动词 (To Be Verb) - 疑问句
Is he young?	他年轻吗？	Be 动词 (To Be Verb) - 疑问句
Is she good?	她好吗？	Be 动词 (To Be Verb) - 疑问句
Is she fast?	她快吗？	Be 动词 (To Be Verb) - 疑问句
Is she slow?	她慢吗？	Be 动词 (To Be Verb) - 疑问句
Is she old?	她老了吗？	Be 动词 (To Be Verb) - 疑问句
Is she young?	她年轻吗？	Be 动词 (To Be Verb) - 疑问句
Is it good?	它好吗？	Be 动词 (To Be Verb) - 疑问句
Is it fast?	它快吗？	Be 动词 (To Be Verb) - 疑问句
Is it slow?	它慢吗？	Be 动词 (To Be Verb) - 疑问句
Is it old?	它老了吗？	Be 动词 (To Be Verb) - 疑问句
Is it young?	它年轻吗？	Be 动词 (To Be Verb) - 疑问句
Are we good?	我们好吗？	Be 动词 (To Be Verb) - 疑问句
Are we fast?	我们快吗？	Be 动词 (To Be Verb) - 疑问句
Are we slow?	我们慢吗？	Be 动词 (To Be Verb) - 疑问句
Are we old?	我们老了吗？	Be 动词 (To Be Verb) - 疑问句
Are we young?	我们年轻吗？	Be 动词 (To Be Verb) - 疑问句
Are they good?	他们好吗？	Be 动词 (To Be Verb) - 疑问句
Are they fast?	他们快吗？	Be 动词 (To Be Verb) - 疑问句
Are they slow?	他们慢吗？	Be 动词 (To Be Verb) - 疑问句
Are they old?	他们老了吗？	Be 动词 (To Be Verb) - 疑问句
Are they young?	他们年轻吗？	Be 动词 (To Be Verb) - 疑问句
