#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
I am not eating lunch.	我没有在吃午饭。	现在进行时 - 否定句和疑问句
Are you watching TV?	你在看电视吗？	现在进行时 - 否定句和疑问句
He is not playing soccer.	他没有在踢足球。	现在进行时 - 否定句和疑问句
Is she reading a book?	她在读书吗？	现在进行时 - 否定句和疑问句
It is not raining outside.	外面没有下雨。	现在进行时 - 否定句和疑问句
Are we studying English?	我们在学习英语吗？	现在进行时 - 否定句和疑问句
They are not listening to music.	他们没有在听音乐。	现在进行时 - 否定句和疑问句
Is the dog barking?	狗在叫吗？	现在进行时 - 否定句和疑问句
The baby is not sleeping.	婴儿没有在睡觉。	现在进行时 - 否定句和疑问句
Is the sun shining?	太阳在照耀吗？	现在进行时 - 否定句和疑问句
I am not working now.	我现在没有在工作。	现在进行时 - 否定句和疑问句
Are you learning a lot?	你在学到很多东西吗？	现在进行时 - 否定句和疑问句
He is not cooking dinner.	他没有在做晚饭。	现在进行时 - 否定句和疑问句
Is she wearing a hat?	她戴着帽子吗？	现在进行时 - 否定句和疑问句
It is not getting late.	时间没有越来越晚。	现在进行时 - 否定句和疑问句
Are we having fun?	我们在玩得开心吗？	现在进行时 - 否定句和疑问句
They are not building a house.	他们没有在盖房子。	现在进行时 - 否定句和疑问句
Is the car moving fast?	汽车在快速移动吗？	现在进行时 - 否定句和疑问句
The students are not writing tests.	学生们没有在考试。	现在进行时 - 否定句和疑问句
Is the teacher explaining the lesson?	老师在讲解课程吗？	现在进行时 - 否定句和疑问句
Why are you crying?	你为什么在哭？	现在进行时 - 否定句和疑问句
What are they doing?	他们在做什么？	现在进行时 - 否定句和疑问句
Where are you going?	你要去哪里？	现在进行时 - 否定句和疑问句
He isn't coming to the party.	他不会来参加聚会。	现在进行时 - 否定句和疑问句
Are they playing games?	他们在玩游戏吗？	现在进行时 - 否定句和疑问句
She is not singing a song.	她没有在唱歌。	现在进行时 - 否定句和疑问句
Is it snowing outside?	外面在下雪吗？	现在进行时 - 否定句和疑问句
We are not going to the beach.	我们不去海滩。	现在进行时 - 否定句和疑问句
Are we learning something new?	我们在学习新东西吗？	现在进行时 - 否定句和疑问句
They aren't eating dinner yet.	他们还没吃晚饭。	现在进行时 - 否定句和疑问句
