#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
You should eat healthy food.	你应该吃健康的食物。	情态动词 - should: 表达建议或义务
He should go to school.	他应该去学校。	情态动词 - should: 表达建议或义务
We should help her.	我们应该帮助她。	情态动词 - should: 表达建议或义务
She should clean her room.	她应该打扫她的房间。	情态动词 - should: 表达建议或义务
They should listen to the teacher.	他们应该听老师的话。	情态动词 - should: 表达建议或义务
Should I call him?	我应该给他打电话吗？	情态动词 - should: 表达建议或义务
Should we wait here?	我们应该在这里等吗？	情态动词 - should: 表达建议或义务
Should she tell him the truth?	她应该告诉他真相吗？	情态动词 - should: 表达建议或义务
You should be kind.	你应该友善。	情态动词 - should: 表达建议或义务
He should be on time.	他应该准时。	情态动词 - should: 表达建议或义务
We should be quiet.	我们应该安静。	情态动词 - should: 表达建议或义务
She should be happy.	她应该高兴。	情态动词 - should: 表达建议或义务
They should be ready.	他们应该准备好。	情态动词 - should: 表达建议或义务
Should I buy it?	我应该买它吗？	情态动词 - should: 表达建议或义务
Should we ask for directions?	我们应该问路吗？	情态动词 - should: 表达建议或义务
Should she stay or leave?	她应该留下还是离开？	情态动词 - should: 表达建议或义务
You should exercise regularly.	你应该经常锻炼。	情态动词 - should: 表达建议或义务
He should drink more water.	他应该多喝水。	情态动词 - should: 表达建议或义务
We should respect our parents.	我们应该尊敬我们的父母。	情态动词 - should: 表达建议或义务
She should take a rest.	她应该休息一下。	情态动词 - should: 表达建议或义务
They should work together.	他们应该一起工作。	情态动词 - should: 表达建议或义务
Should I say sorry?	我应该道歉吗？	情态动词 - should: 表达建议或义务
Should we forgive him?	我们应该原谅他吗？	情态动词 - should: 表达建议或义务
Should she try again?	她应该再试一次吗？	情态动词 - should: 表达建议或义务
You should not be late.	你不应该迟到。	情态动词 - should: 表达建议或义务
He should not be rude.	他不应该粗鲁。	情态动词 - should: 表达建议或义务
We should not waste time.	我们不应该浪费时间。	情态动词 - should: 表达建议或义务
She should not worry.	她不应该担心。	情态动词 - should: 表达建议或义务
They should not argue.	他们不应该争吵。	情态动词 - should: 表达建议或义务
Should I not go?	我不应该去吗？	情态动词 - should: 表达建议或义务
