#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
I went to the store.	我去了商店。	一般过去时 - 常见不规则动词
She saw a movie last night.	她昨晚看了一部电影。	一般过去时 - 常见不规则动词
He made a cake for his birthday.	他为他的生日做了个蛋糕。	一般过去时 - 常见不规则动词
They came to the party late.	他们来派对晚了。	一般过去时 - 常见不规则动词
We had a great time.	我们玩得很开心。	一般过去时 - 常见不规则动词
I took a picture.	我拍了一张照片。	一般过去时 - 常见不规则动词
She gave me a gift.	她给了我一个礼物。	一般过去时 - 常见不规则动词
He said hello.	他说了你好。	一般过去时 - 常见不规则动词
They found their keys.	他们找到了他们的钥匙。	一般过去时 - 常见不规则动词
We knew the answer.	我们知道答案。	一般过去时 - 常见不规则动词
I got up early.	我起得很早。	一般过去时 - 常见不规则动词
She told me a secret.	她告诉了我一个秘密。	一般过去时 - 常见不规则动词
He thought about it.	他考虑了一下。	一般过去时 - 常见不规则动词
They understood the lesson.	他们理解了这节课。	一般过去时 - 常见不规则动词
We felt happy.	我们感到高兴。	一般过去时 - 常见不规则动词
I left my phone at home.	我把手机忘在家里了。	一般过去时 - 常见不规则动词
She bought a new dress.	她买了一件新裙子。	一般过去时 - 常见不规则动词
He wrote a letter.	他写了一封信。	一般过去时 - 常见不规则动词
They lost the game.	他们输了比赛。	一般过去时 - 常见不规则动词
We ate pizza for dinner.	我们晚餐吃了披萨。	一般过去时 - 常见不规则动词
