#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
She saw him.	她看见了他。	人称代词 - 宾格
I gave her the book.	我给了她那本书。	人称代词 - 宾格
They invited us.	他们邀请了我们。	人称代词 - 宾格
Help me.	帮帮我。	人称代词 - 宾格
He talked to them.	他与他们谈话了。	人称代词 - 宾格
We saw it.	我们看见了它。	人称代词 - 宾格
Praise us.	表扬我们。	人称代词 - 宾格
Tell me.	告诉我。	人称代词 - 宾格
Did you see her?	你看见她了吗？	人称代词 - 宾格
Call you later.	稍后打给你。	人称代词 - 宾格
She likes him.	她喜欢他。	人称代词 - 宾格
Send me a postcard.	寄我一张明信片。	人称代词 - 宾格
Look for us.	找我们。	人称代词 - 宾格
Pass it.	递过它。	人称代词 - 宾格
Help them.	帮助他们。	人称代词 - 宾格
Followed us.	跟着我们。	人称代词 - 宾格
Don't know her.	不认识她。	人称代词 - 宾格
Told me.	告诉我了。	人称代词 - 宾格
Hear me?	听见我了吗？	人称代词 - 宾格
Wait for you.	等你。	人称代词 - 宾格
Saw us.	看见了我们。	人称代词 - 宾格
Made it.	做了它。	人称代词 - 宾格
Likes her.	喜欢她。	人称代词 - 宾格
Wait for them.	等他们。	人称代词 - 宾格
See it?	看见它了吗？	人称代词 - 宾格
Gave him.	给了他。	人称代词 - 宾格
Called her.	给她打了电话。	人称代词 - 宾格
Asked us.	问了我们。	人称代词 - 宾格
Invited me.	邀请了我。	人称代词 - 宾格
Saw you.	看见你了。	人称代词 - 宾格
Waved at him.	向他挥手。	人称代词 - 宾格
Send it to me.	把东西寄给我。	人称代词 - 宾格
Meet you.	与你见面。	人称代词 - 宾格
Told them.	告诉了他们。	人称代词 - 宾格
Understand it?	明白它吗？	人称代词 - 宾格
