#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
I watched TV last night.	我昨晚看了电视。	一般过去时 - 规则动词
She walked to school yesterday.	她昨天走路去学校。	一般过去时 - 规则动词
He played the guitar.	他弹了吉他。	一般过去时 - 规则动词
They lived in London for five years.	他们住在伦敦五年。	一般过去时 - 规则动词
We talked about the movie.	我们谈论了这部电影。	一般过去时 - 规则动词
The dog barked loudly.	狗大声地叫。	一般过去时 - 规则动词
I cleaned my room.	我打扫了我的房间。	一般过去时 - 规则动词
She cooked dinner for her family.	她为她的家人做了晚餐。	一般过去时 - 规则动词
He studied English at university.	他在大学学习英语。	一般过去时 - 规则动词
They arrived late for the meeting.	他们开会迟到了。	一般过去时 - 规则动词
We waited for the bus.	我们等了公共汽车。	一般过去时 - 规则动词
I listened to music.	我听了音乐。	一般过去时 - 规则动词
She danced at the party.	她在聚会上跳舞。	一般过去时 - 规则动词
He worked in a bank.	他在银行工作。	一般过去时 - 规则动词
They visited their grandparents.	他们拜访了他们的祖父母。	一般过去时 - 规则动词
We enjoyed the concert.	我们喜欢这场音乐会。	一般过去时 - 规则动词
I painted a picture.	我画了一幅画。	一般过去时 - 规则动词
She opened the door.	她打开了门。	一般过去时 - 规则动词
He smiled at me.	他对我说笑。	一般过去时 - 规则动词
They called me yesterday.	他们昨天给我打了电话。	一般过去时 - 规则动词
