#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
The book is on the table.	这本书在桌子上。	冠词 - the (特定指代)
The car is red.	这辆汽车是红色的。	冠词 - the (特定指代)
The dog is barking.	这只狗在吠叫。	冠词 - the (特定指代)
The cat is sleeping.	这只猫在睡觉。	冠词 - the (特定指代)
The house is big.	这栋房子很大。	冠词 - the (特定指代)
The apple is delicious.	这个苹果很美味。	冠词 - the (特定指代)
The sun is shining.	太阳在照耀。	冠词 - the (特定指代)
The moon is bright.	月亮很明亮。	冠词 - the (特定指代)
The river is long.	这条河很长。	冠词 - the (特定指代)
The mountain is high.	这座山很高。	冠词 - the (特定指代)
I like the song.	我喜欢这首歌。	冠词 - the (特定指代)
He won the game.	他赢得了比赛。	冠词 - the (特定指代)
She took the picture.	她拍了这张照片。	冠词 - the (特定指代)
Answer the question.	回答这个问题。	冠词 - the (特定指代)
The teacher is here.	老师在这里。	冠词 - the (特定指代)
The door is open.	门是开着的。	冠词 - the (特定指代)
The window is closed.	窗户是关着的。	冠词 - the (特定指代)
The weather is nice.	天气很好。	冠词 - the (特定指代)
The food is good.	食物很好。	冠词 - the (特定指代)
The movie was interesting.	这部电影很有趣。	冠词 - the (特定指代)
