#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
This is my pen.	这是我的笔。	所有格形容词
Is that your bag?	那是你的包吗？	所有格形容词
He forgot his wallet.	他忘记了他的钱包。	所有格形容词
She loves her cat.	她爱她的猫。	所有格形容词
The spider spun its web.	蜘蛛织了它的网。	所有格形容词
This is our garden.	这是我们的花园。	所有格形容词
They painted their house.	他们粉刷了他们的房子。	所有格形容词
My car is blue.	我的车是蓝色的。	所有格形容词
Your shoes are new.	你的鞋子是新的。	所有格形容词
His room is messy.	他的房间很乱。	所有格形容词
Her dress is beautiful.	她的裙子很漂亮。	所有格形容词
The tree lost its leaves.	这棵树掉了它的叶子。	所有格形容词
Our city is large.	我们的城市很大。	所有格形容词
Their car broke down.	他们的车坏了。	所有格形容词
My brother is tall.	我的兄弟很高。	所有格形容词
Your answer is correct.	你的答案是正确的。	所有格形容词
His story is interesting.	他的故事很有趣。	所有格形容词
Her voice is lovely.	她的声音很动听。	所有格形容词
The dog ate its food.	狗吃了它的食物。	所有格形容词
Our family is happy.	我们的家庭很幸福。	所有格形容词
Their vacation was relaxing.	他们的假期很放松。	所有格形容词
My coffee is hot.	我的咖啡很热。	所有格形容词
Your friend is kind.	你的朋友很友善。	所有格形容词
His parents are proud.	他的父母很骄傲。	所有格形容词
Her song is popular.	她的歌很流行。	所有格形容词
The bird sang its song.	鸟唱了它的歌。	所有格形容词
Our country is strong.	我们的国家很强大。	所有格形容词
Their future is bright.	他们的未来是光明的。	所有格形容词
This is my idea.	这是我的主意。	所有格形容词
Is that your problem?	那是你的问题吗？	所有格形容词
He finished his homework.	他完成了他的作业。	所有格形容词
She packed her suitcase.	她收拾了她的行李箱。	所有格形容词
The company launched its product.	公司推出了它的产品。	所有格形容词
This is our project.	这是我们的项目。	所有格形容词
They achieved their goal.	他们实现了他们的目标。	所有格形容词
My phone is dead.	我的手机没电了。	所有格形容词
Your email is important.	你的邮件很重要。	所有格形容词
He needs his rest.	他需要休息。	所有格形容词
She followed her dream.	她追逐她的梦想。	所有格形容词
The flower showed its beauty.	这朵花展现了它的美丽。	所有格形容词
