#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
She sings beautifully.	她唱得很美妙。	副词 - 规则形式
He speaks clearly.	他讲得很清楚。	副词 - 规则形式
They waited patiently.	他们耐心地等待。	副词 - 规则形式
The dog barked loudly.	狗大声地叫。	副词 - 规则形式
She smiled happily.	她开心地笑了。	副词 - 规则形式
He walked slowly.	他慢慢地走。	副词 - 规则形式
They worked quickly.	他们快速地工作。	副词 - 规则形式
She answered politely.	她礼貌地回答。	副词 - 规则形式
The sun shone brightly.	太阳明亮地照耀。	副词 - 规则形式
He explained carefully.	他仔细地解释。	副词 - 规则形式
She dressed elegantly.	她穿着优雅。	副词 - 规则形式
He listened attentively.	他专心地听。	副词 - 规则形式
The children played cheerfully.	孩子们高兴地玩耍。	副词 - 规则形式
She accepted gracefully.	她优雅地接受了。	副词 - 规则形式
He spoke honestly.	他诚实地说话。	副词 - 规则形式
She learned easily.	她学得容易。	副词 - 规则形式
They cooperated successfully.	他们成功地合作。	副词 - 规则形式
He behaved responsibly.	他表现得很负责任。	副词 - 规则形式
She painted colorfully.	她画得色彩鲜艳。	副词 - 规则形式
He solved the problem cleverly.	他巧妙地解决了问题。	副词 - 规则形式
