#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
This is my book.	这是我的书。	指示代词: this, that, these, those 的基本用法。 
That is your car.	那是你的车。	指示代词: this, that, these, those 的基本用法。 
These are my shoes.	这些是我的鞋子。	指示代词: this, that, these, those 的基本用法。 
Those are your toys.	那些是你的玩具。	指示代词: this, that, these, those 的基本用法。 
This apple is red.	这个苹果是红色的。	指示代词: this, that, these, those 的基本用法。 
That house is big.	那栋房子很大。	指示代词: this, that, these, those 的基本用法。 
These flowers are beautiful.	这些花很漂亮。	指示代词: this, that, these, those 的基本用法。 
Those birds are singing.	那些鸟在唱歌。	指示代词: this, that, these, those 的基本用法。 
Is this your pen?	这是你的笔吗？	指示代词: this, that, these, those 的基本用法。 
Is that his hat?	那是他的帽子吗？	指示代词: this, that, these, those 的基本用法。 
Are these your keys?	这些是你的钥匙吗？	指示代词: this, that, these, those 的基本用法。 
Are those their bags?	那些是他们的包吗？	指示代词: this, that, these, those 的基本用法。 
I like this song.	我喜欢这首歌。	指示代词: this, that, these, those 的基本用法。 
He wants that bike.	他想要那辆自行车。	指示代词: this, that, these, those 的基本用法。 
She needs these pencils.	她需要这些铅笔。	指示代词: this, that, these, those 的基本用法。 
They bought those cookies.	他们买了那些饼干。	指示代词: this, that, these, those 的基本用法。 
This is a good idea.	这是一个好主意。	指示代词: this, that, these, those 的基本用法。 
That was a great movie.	那是一部很棒的电影。	指示代词: this, that, these, those 的基本用法。 
These are important questions.	这些是重要的问题。	指示代词: this, that, these, those 的基本用法。 
Those were difficult times.	那些是艰难的时期。	指示代词: this, that, these, those 的基本用法。 
