#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
I will go.	我会去。	未来时态 - will
He will eat.	他会吃。	未来时态 - will
She will sing.	她会唱歌。	未来时态 - will
They will play.	他们会玩。	未来时态 - will
We will see.	我们会看到。	未来时态 - will
It will rain.	会下雨。	未来时态 - will
I will help you.	我会帮助你。	未来时态 - will
He will come later.	他稍后会来。	未来时态 - will
She will be happy.	她会很高兴。	未来时态 - will
They will travel.	他们会旅行。	未来时态 - will
We will learn.	我们会学习。	未来时态 - will
It will be fun.	这会很有趣。	未来时态 - will
I will call you.	我会给你打电话。	未来时态 - will
He will read a book.	他会看书。	未来时态 - will
She will write a letter.	她会写信。	未来时态 - will
They will build a house.	他们会盖房子。	未来时态 - will
We will plant trees.	我们会种树。	未来时态 - will
It will be cold.	会很冷。	未来时态 - will
I think it will snow.	我认为会下雪。	未来时态 - will
He will try his best.	他会尽力。	未来时态 - will
