#separator:Tab
#notetype:@En
#deck:En
#columns:En	Cn	Title
It may rain.	可能会下雨。	情态动词 - may / might: 表达可能性或允许
May I come in?	我可以进来吗？	情态动词 - may / might: 表达可能性或允许
She may be late.	她可能会迟到。	情态动词 - may / might: 表达可能性或允许
He may know the answer.	他可能知道答案。	情态动词 - may / might: 表达可能性或允许
We may go to the park.	我们可能会去公园。	情态动词 - may / might: 表达可能性或允许
They may not agree.	他们可能不同意。	情态动词 - may / might: 表达可能性或允许
Might I ask a question?	我可以问个问题吗？	情态动词 - may / might: 表达可能性或允许
He might be at home.	他可能在家。	情态动词 - may / might: 表达可能性或允许
She might not like it.	她可能不喜欢。	情态动词 - may / might: 表达可能性或允许
It might be true.	这可能是真的。	情态动词 - may / might: 表达可能性或允许
We might go to the beach.	我们可能会去海滩。	情态动词 - may / might: 表达可能性或允许
They might call you later.	他们可能会晚点给你打电话。	情态动词 - may / might: 表达可能性或允许
You may leave now.	你可以走了。	情态动词 - may / might: 表达可能性或允许
May I help you?	我能帮你吗？	情态动词 - may / might: 表达可能性或允许
She may want to go.	她可能想去。	情态动词 - may / might: 表达可能性或允许
He may not be happy.	他可能不高兴。	情态动词 - may / might: 表达可能性或允许
Might it be a mistake?	这会不会是个错误？	情态动词 - may / might: 表达可能性或允许
I might go to the party.	我可能会去派对。	情态动词 - may / might: 表达可能性或允许
She might have forgotten.	她可能忘记了。	情态动词 - may / might: 表达可能性或允许
They might need our help.	他们可能需要我们的帮助。	情态动词 - may / might: 表达可能性或允许
He may be right about that.	他可能在那件事上是对的。	情态动词 - may / might: 表达可能性或允许
May we sit here?	我们可以坐在这里吗？	情态动词 - may / might: 表达可能性或允许
It may not be easy.	这可能不容易。	情态动词 - may / might: 表达可能性或允许
She might visit next week.	她下周可能会来拜访。	情态动词 - may / might: 表达可能性或允许
They might not come at all.	他们可能根本不会来。	情态动词 - may / might: 表达可能性或允许
You may use my pen.	你可以用我的笔。	情态动词 - may / might: 表达可能性或允许
May God bless you.	愿上帝保佑你。	情态动词 - may / might: 表达可能性或允许
He might have an answer.	他可能有个答案。	情态动词 - may / might: 表达可能性或允许
She may be waiting for you.	她可能在等你。	情态动词 - may / might: 表达可能性或允许
They might be sleeping.	他们可能在睡觉。	情态动词 - may / might: 表达可能性或允许
